name,city,median_income,pct_bachelors_plus,pct_age_20_40,rent_index,rent_yoy_growth,independent_coffee_count_2mi,chain_coffee_count_2mi,transit_score,university_score,coworking_score,latte_price_12oz,latte_price_pred_12oz,hotspot_cluster,score_total,score_foot_traffic,score_growth_velocity,score_demographic_fit,score_competition_inv,score_cost_inv
Neighborhood 057,Oakland,109466.61170538468,91.27175862837458,60.28840481890096,139.55189086984208,0.06489359440774428,8,7,62.07700051631841,37.1143280506107,33.08617421484627,7.41,7.511882339289619,7,0.398823,0.06401,0.644707,0.739483,0.235294,0.305134
Neighborhood 020,Long Beach,80928.3950692177,56.675171386914855,50.783063023864436,110.70379974310684,0.07733671322084752,5,3,59.19319713951734,33.74445659678558,49.59003412637422,6.06,6.076757055716298,2,0.396423,0.152067,0.717738,0.197253,0.647059,0.608833
Neighborhood 006,Sacramento,66250.84746043864,52.92785349766079,49.59584463648668,97.35460939018016,0.07278216604446242,5,6,62.52034522810292,51.46627452956219,48.08297226398854,5.46,5.56311319488679,2,0.392139,0.323596,0.691006,0.045338,0.470588,0.749367
Neighborhood 027,Long Beach,74798.32261191029,58.79975391159032,50.778418807383574,114.15183542017513,0.02085532544226633,5,4,68.74442974489257,36.80549384322043,61.4078074997242,6.18,6.011774523652104,4,0.390418,0.421743,0.386238,0.164636,0.588235,0.572534
Neighborhood 047,Long Beach,112313.5159664466,72.7865807371825,61.126828202249214,101.18962588977318,-0.0449523847564435,2,5,69.63009508319628,0.24930123465003362,64.1104003093907,6.93,6.937270249157665,5,0.385033,0.173336,0.0,0.625003,0.705882,0.708994
Neighborhood 054,Long Beach,83533.33572042664,57.417013061810344,46.19462358234543,122.83893859937471,0.023825580866203386,9,4,71.83592688015803,33.24792185815322,68.5601241960342,5.89,6.221334483284497,3,0.383103,0.504679,0.403671,0.199663,0.352941,0.48108
Neighborhood 068,Santa Cruz,77722.16925718792,89.95767960164493,63.71944472120311,136.51508630900088,0.0473426392896097,13,2,53.16118568491292,62.25521689641771,46.67847131784987,6.76,6.83887827055195,0,0.379818,0.262956,0.541697,0.49435,0.235294,0.337104
Neighborhood 073,Long Beach,57604.193397270064,68.28315585698905,55.86040702357175,140.15198500270526,0.04582379542003341,7,3,67.74489155943591,41.90672441254206,58.43240614544094,6.2,6.1125971283697496,4,0.373449,0.419641,0.532783,0.126826,0.529412,0.298816
Neighborhood 106,Sacramento,69417.6477926374,74.09736357882254,47.79297351033056,91.7415362625634,0.06945127102612239,6,4,51.46900102875546,46.80624484700342,40.21754798594833,5.9,5.793421538094816,2,0.367582,0.057394,0.671457,0.223261,0.529412,0.808459
Neighborhood 118,Berkeley,88731.08449458971,97.29832950393636,54.87751435078816,146.76229046006188,0.06207799797447865,10,6,74.19482475863975,19.91220365498441,34.193288416922215,7.19,7.165514854686246,3,0.356186,0.110518,0.628182,0.592005,0.176471,0.229226
Neighborhood 094,Long Beach,97917.47025850794,59.551792392519346,57.226590705089215,116.76786796583764,0.03398326976695076,10,4,64.93877481149252,31.536884052036196,50.58638898776233,6.92,6.609066467259845,3,0.355931,0.225136,0.463288,0.388461,0.294118,0.544993
Neighborhood 092,Sacramento,65847.3815542336,51.54444219702648,58.10880152310871,119.70697450499324,0.06538905053734544,3,1,40.30528339034396,57.00125102357955,42.360163787913955,6.03,5.887592180299945,2,0.332311,0.0,0.647615,0.076121,0.882353,0.514052
Neighborhood 015,San Jose,79991.43642085463,79.39742144391619,47.79594965183629,133.78064189160472,0.02455216801638173,8,6,42.64114067834309,46.3601383465601,69.27268851910696,6.95,6.545303646016851,3,0.310085,0.202512,0.407935,0.348152,0.294118,0.365891
